DateofSale(dd/mm/yyyy),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,percent,VAT,Year,Month,Agent Commission
2022-01-17,"3 WESTCOURT, CAHERSLEE, TRALEE",N/A,Kerry,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,13500.0,2022,1,1500.0
2022-01-17,"30 FRIARS WALK, DUNMORE, GALWAY",N/A,Galway,160000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,21600.0,2022,1,2400.0
2022-01-17,"30 The Green, Bellingsfield, Kilcullen Road",N/A,Kildare,385903.08,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,5788.5462
2022-01-17,"31 HOLLANDS AVEUNE, KILDARE RD, KILDARE",N/A,Kildare,155000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,20925.0,2022,1,2325.0
2022-01-17,"32 ST JOSEPHS PLACE, NELSON ST,,Dublin 7",Dublin 7,Dublin,315000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,42525.0,2022,1,4725.0
2022-01-17,"32 WILLINGTON GREEN, TEMPLEOGUE,,Dublin 6w",Dublin 6w,Dublin,572000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,77220.0,2022,1,7150.0
2022-01-17,"321 LANDEN ROAD, BALLYFERMOT,,Dublin 10",Dublin 10,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,37800.0,2022,1,4200.0
2022-01-17,"33 THE ORCHARD, BALLYMAHON ROAD, ATHLONE",N/A,Westmeath,230000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,31050.000000000004,2022,1,3450.0
2022-01-17,"35 TARMON MANOR, BALLINDRIMLEY, CASTLEREA",N/A,Roscommon,150000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,20250.0,2022,1,2250.0
2022-01-17,"37 ST JAMES'S ROAD, GREENHILLS,,Dublin 12",Dublin 12,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,49275.0,2022,1,5475.0
2022-01-17,"4  The Park, City West Village, City West",N/A,Dublin,356828.19,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,5352.42285
2022-01-17,"4 CIRCULAR ROAD, SWINFORD, MAYO",N/A,Mayo,200000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,27000.0,2022,1,3000.0
2022-01-17,"4 HAWTHORN DR, BELLFIELD, FERRYBANK",N/A,Kilkenny,232000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,31320.000000000004,2022,1,3480.0
2022-01-17,"4 KILLYGARVEN COTTAGES, RATHMULLAN, DONEGAL",N/A,Donegal,112500.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,15187.500000000002,2022,1,1687.5
2022-01-17,"4 LEO MURPHY TERRACE, BALLINCOLLIG, CORK",N/A,Cork,245000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,33075.0,2022,1,3675.0
2022-01-17,"4 NEWTOWN MEWS, SUMMERHILL, TRAMORE",N/A,Waterford,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,13500.0,2022,1,1500.0
2022-01-17,"4 THE DRIVE, OCEAN VIEW, STRANDHILL",N/A,Sligo,420000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,56700.00000000001,2022,1,6300.0
2022-01-17,"40 DERRYBEG, EDENDERRY, OFFALY",N/A,Offaly,185000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,24975.0,2022,1,2775.0
2022-01-17,"40 LA VALLEE, UPPER DARGLE RD, BRAY",N/A,Wicklow,286000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,38610.0,2022,1,4290.0
2022-01-17,"43 HEATHFIELD, KINNEGAD, WESTMEATH",N/A,Westmeath,9091.5,Yes,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,1227.3525000000002,2022,1,136.3725
2022-01-17,"43 Ridewood Manor, Melitta Road, Kildare",N/A,Kildare,259911.89,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,3898.67835
2022-01-17,"46 CASTLEGROVE, BALLYMORE, SLIGO",N/A,Sligo,120000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,16200.000000000002,2022,1,1800.0
2022-01-17,"47 Carrigbeg, Meadowlands, Masseytown",N/A,Cork,215854.0,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,3237.81
2022-01-17,"47 THE BEECHES, CHURCHQUARTER, GRANARD",N/A,Longford,167500.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,22612.5,2022,1,2512.5
2022-01-17,"49 FERDIA PARK, ARDEE, LOUTH",N/A,Louth,185000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,24975.0,2022,1,2775.0
2022-01-17,"49 MILL HOUSE, MILL RD, ENNIS",N/A,Clare,125000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,16875.0,2022,1,1875.0
2022-01-17,"5 BELARMINE CLOSE, STEPASIDE,,Dublin 18",Dublin 18,Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,78975.0,2022,1,7312.5
2022-01-17,"5 CINNAMON WHARF, THE QUAY, WESTPORT",N/A,Mayo,160000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,21600.0,2022,1,2400.0
2022-01-17,"5 GILBERT ROAD, OFF SOUTH CIRCULAR ROAD,,Dublin 8",Dublin 8,Dublin,652500.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,88087.5,2022,1,8156.25
2022-01-17,"5 MANOR AVE, MARYBOROUGH RIDGE, DOUGLAS",N/A,Cork,475000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,64125.00000000001,2022,1,7125.0
2022-01-17,"5 SANDYFORD HALL CLOSE,,Dublin 18,,Dublin",Dublin 18,Dublin,560000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,75600.0,2022,1,7000.0
2022-01-17,"5 Whitethorn Court, Whitethorn Village, Naas",N/A,Kildare,351541.84,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,5273.1276
2022-01-17,"53 CLUAIN GLAS, BRITTAS RD, THURLES",N/A,Tipperary,242500.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,32737.500000000004,2022,1,3637.5
2022-01-17,"53 THORNVILLE AVENUE,,Dublin 5,,Dublin",Dublin 5,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,39825.0,2022,1,4425.0
2022-01-17,"54 CHERRYWOOD CRESCENT, CLONDALKIN,,Dublin 22",Dublin 22,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,37125.0,2022,1,4125.0
2022-01-17,"54 GRANGE PARK, DOUGLAS, CORK",N/A,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,39825.0,2022,1,4425.0
2022-01-17,"57 BIANCONI WAY, RIDGE RD, PORTLAOISE",N/A,Laois,194800.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,26298.0,2022,1,2922.0
2022-01-17,"6 GORT AND DUIN, ORANHILL, ORANMORE",N/A,Galway,455000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,61425.00000000001,2022,1,6825.0
2022-01-17,"6 MILL CROSS CRESCENT, ATHLONE, CO ROSCOMMON",N/A,Roscommon,280000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,37800.0,2022,1,4200.0
2022-01-17,"7 STRAFFAN LAWN, MAYNOOTH, KILDARE",N/A,Kildare,249000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,33615.0,2022,1,3735.0
2022-01-17,"7 TIVOLI TERRACE, CAPPOQUIN, CO WATERFORD",N/A,Waterford,120000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,16200.000000000002,2022,1,1800.0
2022-01-17,"76 RED ARCHES AVE, THE COAST, BALDOYLE,Dublin 13",Dublin 13,Dublin,352000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,47520.0,2022,1,5280.0
2022-01-17,"79 ATHLUMNEY CASTLE, NAVAN, MEATH",N/A,Meath,340000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,45900.0,2022,1,5100.0
2022-01-17,"8 CASTLEHILL, CASTLEREA, ROSCOMMON",N/A,Roscommon,110000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,14850.000000000002,2022,1,1650.0
2022-01-17,"80 SESKIN VIEW RD, TALLAGHT,,Dublin 24",Dublin 24,Dublin,274000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,36990.0,2022,1,4110.0
2022-01-17,"84 Cedar Walk, Castleoaks,,Dublin Road",N/A,Carlow,211409.69,No,Yes,New Dwelling house /Apartment,,0.10537407797681769,0.0,2022,1,3171.14535
2022-01-17,"88 CLONSHAUGH AVENUE, COOLOCK,,Dublin 7",Dublin 7,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,43200.0,2022,1,4800.0
2022-01-17,"9 BUTLER PLACE, LAKESIDE, KILKENNY",N/A,Kilkenny,181000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,24435.0,2022,1,2715.0
2022-01-17,"95 WILLOW PARK, CLONMEL, TIPPERARY",N/A,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,29700.000000000004,2022,1,3300.0
2022-01-17,"APARTMENT 5, ROCK HOUSE, SLANE",N/A,Meath,110000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,14850.000000000002,2022,1,1650.0
2022-01-17,"APT 1 FLOOR 4, ST AUGUSTINE COURT, ST AUGUSTINE ST",N/A,Galway,60000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,8100.000000000001,2022,1,900.0
2022-01-17,"APT 1 ST LAURENCE COURT, ST LAURENCE ROAD, CLONTARF",N/A,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,29025.000000000004,2022,1,3225.0
2022-01-17,"APT 1, CHAPEL ST, SWINFORD",N/A,Mayo,66000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,8910.0,2022,1,990.0
2022-01-17,"APT 2, CATHERINES CLOSE, CATHERINE ST",N/A,Waterford,121000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,16335.000000000002,2022,1,1815.0
2022-01-17,"APT 34, ST JAMES GATE, ANNE ST",N/A,Waterford,110000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,14850.000000000002,2022,1,1650.0
2022-01-17,"APT 35, ST JAMES GATE, ANNE ST",N/A,Waterford,115000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,15525.000000000002,2022,1,1725.0
2022-01-17,"APT 3, PUNCHES CLOSE, ROSBRIEN RD",N/A,Limerick,135000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,18225.0,2022,1,2025.0
2022-01-17,"APT 5 REEVES HALL, RUTHLAND ST, CORK",N/A,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,22950.0,2022,1,2550.0
2022-01-17,"BREAGHY, CASTLEFIN, CO DONEGAL",N/A,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,5400.0,2022,1,600.0
2022-01-17,"CAHERKELLY, LABANE, ARDRAHAN",N/A,Galway,340000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,45900.0,2022,1,5100.0
2022-01-17,"CAMPHIRE, CAPPOQUIN, CO WATERFORD",N/A,Waterford,130000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,17550.0,2022,1,1950.0
2022-01-17,"CHRISTATATE ARD AOIBHINN, CLONMORE, CARLOW",N/A,Carlow,275000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,37125.0,2022,1,4125.0
2022-01-17,"CLIFF RD, BALLYBUNNION, KERRY",N/A,Kerry,117000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,15795.000000000002,2022,1,1755.0
2022-01-17,"CLOGG LANE, FERRYBANK, ARKLOW",N/A,Wicklow,290000.0,No,No,Second-Hand Dwelling house /Apartment,,0.017295053614666205,39150.0,2022,1,4350.0
